SES_Verslagjaar;SES_PC4;SES_Aantal_huishoudens;SES_Deelscore_welvaart;SES_Deelscore_arbeid;SES_Totaalscore;SES_Spreiding_welvaart;SES_Spreiding_arbeid;SES_Spreiding_totaalscore;SES_Interval_ondergrens;SES_Interval_bovengrens
2021;1011;5700;-0,01;-0,013;0,111;0,434;0,34;0,878;0,873;0,884
2021;1012;5300;-0,067;-0,001;0,074;0,444;0,338;0,834;0,829;0,839
2021;1013;12100;-0,059;-0,032;0,004;0,447;0,376;0,979;0,976;0,982
2021;1014;1300;0,184;0,089;0,495;0,291;0,269;0,7;0,691;0,709
2021;1015;9000;-0,014;-0,019;0,095;0,436;0,351;0,892;0,89;0,894
2021;1016;6700;0,026;-0,008;0,166;0,414;0,336;0,837;0,833;0,841
2021;1017;7200;0,101;0,015;0,307;0,367;0,317;0,742;0,739;0,746
2021;1018;11300;-0,02;-0,027;0,082;0,437;0,362;0,932;0,93;0,935
2021;1019;9400;0,101;0,057;0,331;0,357;0,298;0,799;0,795;0,802
2021;1021;3600;-0,22;-0,117;-0,373;0,439;0,447;1,07;1,065;1,075
2021;1022;1700;-0,053;0,013;0,045;0,443;0,357;1;0,99;1,011
2021;1023;2300;-0,079;-0,02;-0,084;0,433;0,355;1,001;0,996;1,006
2021;1024;5900;-0,142;-0,06;-0,244;0,43;0,405;1,001;0,998;1,005
2021;1025;7500;-0,131;-0,073;-0,221;0,44;0,386;0,988;0,985;0,991
2021;1026;200;0,262;0,088;0,563;0,201;0,234;0,526;0,506;0,547
2021;1027;200;0,041;0;0,136;0,448;0,327;0,919;0,883;0,954
2021;1028;200;0,29;0,084;0,529;0,157;0,227;0,534;0,509;0,559
2021;1031;3700;-0,175;-0,092;-0,257;0,463;0,442;1,095;1,09;1,1
2021;1032;2900;-0,15;-0,062;-0,224;0,45;0,408;1,085;1,078;1,092
2021;1033;6700;-0,125;-0,045;-0,169;0,413;0,38;0,953;0,951;0,956
2021;1034;6600;-0,155;-0,08;-0,284;0,442;0,414;1,038;1,034;1,041
2021;1035;4500;-0,018;-0,008;-0,012;0,418;0,35;0,947;0,941;0,953
2021;1036;900;0,107;0,116;0,368;0,348;0,244;0,794;0,788;0,799
2021;1037;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1041;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1042;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1043;400;-0,262;-0,174;-0,369;0,404;0,414;0,86;0,834;0,885
2021;1045;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1046;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1047;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1051;7500;-0,045;-0,004;0,058;0,438;0,363;0,975;0,971;0,978
2021;1052;7100;-0,05;-0,018;0,042;0,445;0,367;0,969;0,966;0,973
2021;1053;9800;-0,069;-0,031;0,003;0,447;0,377;0,984;0,98;0,989
2021;1054;9700;0,043;0,014;0,232;0,402;0,331;0,842;0,839;0,846
2021;1055;11300;-0,094;-0,031;-0,064;0,441;0,384;1,025;1,022;1,028
2021;1056;9900;-0,07;-0,028;-0,012;0,441;0,38;1,016;1,013;1,019
2021;1057;9200;-0,098;-0,042;-0,075;0,448;0,394;1,038;1,035;1,042
2021;1058;8500;0,033;0,032;0,219;0,396;0,314;0,853;0,848;0,857
2021;1059;3500;0,015;0,006;0,159;0,41;0,345;0,903;0,897;0,91
2021;1060;3900;0,081;0,047;0,186;0,371;0,306;0,874;0,871;0,878
2021;1061;6600;-0,125;-0,061;-0,193;0,45;0,422;1,123;1,119;1,128
2021;1062;7300;-0,083;-0,022;-0,005;0,42;0,362;0,92;0,916;0,923
2021;1063;5700;-0,201;-0,109;-0,383;0,443;0,439;1,062;1,058;1,066
2021;1064;7900;-0,181;-0,097;-0,334;0,455;0,426;1,071;1,068;1,074
2021;1065;5500;-0,174;-0,079;-0,275;0,433;0,405;0,995;0,992;0,998
2021;1066;7900;0,028;0,023;0,116;0,395;0,317;0,883;0,877;0,888
2021;1067;8000;-0,158;-0,064;-0,292;0,437;0,41;1,021;1,019;1,024
2021;1068;8500;-0,156;-0,09;-0,297;0,437;0,398;1,009;1,005;1,013
2021;1069;11100;-0,135;-0,051;-0,23;0,431;0,393;0,994;0,99;0,997
2021;1071;6400;0,164;0,028;0,398;0,31;0,287;0,674;0,669;0,678
2021;1072;8300;-0,034;-0,014;0,083;0,427;0,359;0,908;0,905;0,911
2021;1073;7800;-0,082;-0,047;-0,025;0,447;0,386;0,976;0,972;0,981
2021;1074;4800;-0,085;-0,059;-0,062;0,455;0,388;1,011;1,004;1,017
2021;1075;5600;0,053;0,01;0,219;0,401;0,328;0,856;0,852;0,859
2021;1076;6200;-0,018;-0,021;0,067;0,424;0,362;0,948;0,944;0,952
2021;1077;4300;0,241;0,045;0,51;0,23;0,263;0,586;0,578;0,595
2021;1078;7800;0,032;0,004;0,194;0,399;0,322;0,851;0,847;0,854
2021;1079;8400;-0,041;-0,035;0,04;0,428;0,368;0,958;0,955;0,961
2021;1081;2800;0,032;-0,01;0,095;0,412;0,292;0,888;0,879;0,897
2021;1082;6500;0,083;0,018;0,235;0,351;0,308;0,782;0,778;0,786
2021;1083;3900;-0,029;-0,067;-0,009;0,428;0,363;0,916;0,912;0,921
2021;1086;1600;0,083;0,048;0,282;0,381;0,327;0,894;0,887;0,901
2021;1087;7700;0,069;0,05;0,255;0,386;0,321;0,895;0,891;0,899
2021;1091;9200;-0,073;-0,039;-0,022;0,454;0,386;1,03;1,027;1,033
2021;1092;4600;-0,089;-0,048;-0,064;0,454;0,396;1,052;1,048;1,056
2021;1093;5300;-0,105;-0,066;-0,116;0,46;0,399;1,062;1,058;1,065
2021;1094;6500;-0,119;-0,058;-0,133;0,455;0,41;1,093;1,09;1,096
2021;1095;7100;-0,127;-0,058;-0,149;0,453;0,403;1,069;1,066;1,072
2021;1096;2800;0,098;0,044;0,383;0,33;0,295;0,669;0,664;0,674
2021;1097;7700;-0,107;-0,052;-0,105;0,442;0,381;1,012;1,009;1,015
2021;1098;6800;0,072;0,032;0,269;0,386;0,31;0,845;0,84;0,851
2021;1101;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1102;12000;-0,24;-0,129;-0,452;0,42;0,453;1,03;1,026;1,034
2021;1103;7000;-0,158;-0,082;-0,305;0,448;0,407;1,03;1,026;1,034
2021;1104;7700;-0,219;-0,097;-0,406;0,431;0,426;1,027;1,024;1,03
2021;1105;600;-0,292;-0,183;-0,395;0,365;0,406;0,751;0,737;0,765
2021;1106;8500;-0,164;-0,09;-0,325;0,434;0,411;1,005;1;1,01
2021;1107;5700;-0,141;-0,067;-0,258;0,409;0,394;0,95;0,945;0,954
2021;1108;1800;-0,046;0,001;-0,011;0,382;0,311;0,833;0,825;0,84
2021;1109;700;0,075;0,069;0,197;0,344;0,26;0,765;0,752;0,778
2021;1111;6400;0,031;0,016;0,119;0,393;0,319;0,857;0,852;0,861
2021;1112;5800;0,033;0,035;0,176;0,37;0,306;0,798;0,793;0,803
2021;1113;1600;0,045;0,022;0,121;0,379;0,301;0,844;0,833;0,855
2021;1114;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1115;2600;0,028;0,002;0,097;0,389;0,318;0,841;0,834;0,848
2021;1117;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1118;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1119;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1121;4300;0,127;0,054;0,234;0,32;0,264;0,726;0,722;0,73
2021;1127;300;0,21;0,084;0,376;0,265;0,233;0,623;0,608;0,638
2021;1131;4200;0,084;0,041;0,075;0,297;0,249;0,684;0,678;0,69
2021;1132;4800;0,225;0,144;0,409;0,205;0,186;0,533;0,527;0,538
2021;1135;3200;0,094;0,02;0,147;0,341;0,289;0,774;0,768;0,78
2021;1141;4100;0,098;0,036;0,159;0,328;0,267;0,732;0,724;0,74
2021;1145;100;0,252;0,099;0,471;0,216;0,218;0,586;0,545;0,627
2021;1151;1100;0,182;0,081;0,37;0,283;0,233;0,675;0,668;0,682
2021;1153;100;0,284;0,123;0,579;0,167;0,207;0,491;0,466;0,515
2021;1154;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1156;800;0,128;0,044;0,191;0,284;0,259;0,682;0,671;0,693
2021;1161;3500;0,08;0,056;0,134;0,332;0,27;0,726;0,719;0,734
2021;1165;1200;0,107;0,045;0,189;0,32;0,276;0,717;0,707;0,727
2021;1171;5800;0,13;0,064;0,264;0,324;0,257;0,731;0,724;0,738
2021;1175;400;0,176;0,075;0,302;0,264;0,252;0,613;0,592;0,634
2021;1181;8800;0,168;0,065;0,397;0,301;0,257;0,689;0,683;0,694
2021;1182;1700;0,078;0,035;0,212;0,385;0,281;0,844;0,833;0,855
2021;1183;5900;-0,02;-0,032;0,045;0,42;0,338;0,852;0,849;0,855
2021;1184;200;0,237;0,096;0,506;0,233;0,214;0,587;0,567;0,607
2021;1185;5600;0,011;0,014;0,079;0,399;0,302;0,854;0,849;0,859
2021;1186;6800;-0,001;-0,012;0,025;0,4;0,31;0,86;0,854;0,866
2021;1187;7400;0,137;0,086;0,34;0,313;0,249;0,712;0,708;0,716
2021;1188;3400;0,069;0,025;0,165;0,355;0,292;0,777;0,77;0,783
2021;1189;200;0,092;0,032;0,171;0,349;0,246;0,743;0,717;0,769
2021;1191;3600;0,174;0,07;0,338;0,293;0,239;0,7;0,694;0,706
2021;1211;5300;-0,024;0,019;0,057;0,393;0,328;0,832;0,826;0,837
2021;1212;1900;-0,148;-0,049;-0,249;0,408;0,387;0,961;0,954;0,969
2021;1213;2800;0,252;0,069;0,504;0,209;0,236;0,589;0,581;0,597
2021;1214;3500;0,001;0,02;0,064;0,396;0,313;0,882;0,876;0,888
2021;1215;4500;0,146;0,076;0,337;0,293;0,25;0,69;0,685;0,695
2021;1216;4200;0,013;0,017;0,037;0,357;0,274;0,805;0,8;0,809
2021;1217;3300;0,213;0,024;0,414;0,267;0,275;0,67;0,662;0,677
2021;1218;1800;0,072;0,01;0,13;0,341;0,258;0,76;0,752;0,768
2021;1221;4500;-0,034;0,013;0,005;0,392;0,345;0,892;0,887;0,896
2021;1222;5400;-0,061;-0,016;-0,076;0,419;0,362;0,956;0,952;0,959
2021;1223;5000;0,013;0,033;0,083;0,39;0,317;0,906;0,9;0,912
2021;1231;3900;0,136;0,056;0,238;0,313;0,258;0,702;0,696;0,709
2021;1241;3000;0,116;0,057;0,198;0,321;0,244;0,715;0,709;0,721
2021;1243;700;0,116;0,044;0,204;0,331;0,27;0,717;0,705;0,728
2021;1244;700;0,18;0,079;0,314;0,255;0,247;0,64;0,628;0,652
2021;1251;4900;0,184;0,009;0,288;0,297;0,27;0,717;0,711;0,722
2021;1252;100;0,2;0,072;0,417;0,281;0,261;0,664;0,637;0,692
2021;1261;4600;0,158;0,03;0,273;0,305;0,268;0,71;0,706;0,713
2021;1262;400;0,272;0,181;0,666;0,186;0,143;0,472;0,461;0,483
2021;1271;3700;0,082;0,036;0,148;0,345;0,284;0,772;0,765;0,779
2021;1272;2500;0,223;0,043;0,39;0,254;0,249;0,658;0,648;0,669
2021;1273;4100;0,02;0,012;0,039;0,357;0,287;0,783;0,777;0,788
2021;1274;3100;-0,006;0,018;0,016;0,381;0,336;0,847;0,843;0,851
2021;1275;900;0,004;0,007;0,013;0,375;0,31;0,813;0,803;0,823
2021;1276;3200;0,013;0,017;0,017;0,36;0,298;0,806;0,797;0,814
2021;1277;900;0,199;0,072;0,363;0,24;0,243;0,631;0,615;0,647
2021;1309;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1311;2000;0,064;0,041;0,139;0,316;0,297;0,747;0,738;0,756
2021;1312;2900;0,049;0,06;0,137;0,337;0,286;0,764;0,76;0,769
2021;1313;1800;0,048;0,043;0,106;0,316;0,299;0,729;0,72;0,737
2021;1314;2800;-0,153;-0,089;-0,307;0,41;0,435;0,983;0,978;0,988
2021;1315;2100;-0,102;-0,039;-0,134;0,404;0,376;0,895;0,892;0,899
2021;1316;1700;0,124;0,065;0,245;0,271;0,259;0,634;0,626;0,643
2021;1317;1800;-0,028;0,01;-0,044;0,347;0,336;0,811;0,804;0,818
2021;1318;3600;0,031;0,053;0,112;0,346;0,308;0,794;0,79;0,798
2021;1319;2500;0,18;0,156;0,477;0,245;0,181;0,549;0,543;0,554
2021;1321;3600;0,054;0,069;0,167;0,351;0,29;0,795;0,787;0,803
2021;1323;2800;0,005;0,031;0,02;0,355;0,299;0,801;0,796;0,805
2021;1324;4500;-0,115;-0,056;-0,229;0,389;0,386;0,885;0,88;0,89
2021;1325;4500;0,018;0,008;0,065;0,372;0,344;0,852;0,849;0,856
2021;1326;4400;0,03;0,053;0,108;0,344;0,303;0,789;0,783;0,794
2021;1327;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1328;3900;0,06;0,076;0,17;0,313;0,276;0,734;0,729;0,739
2021;1331;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1332;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1333;5300;-0,04;-0,009;-0,069;0,374;0,36;0,856;0,852;0,861
2021;1334;1200;-0,195;-0,088;-0,353;0,388;0,417;0,94;0,933;0,947
2021;1335;4900;0,016;0,061;0,104;0,353;0,303;0,802;0,798;0,806
2021;1336;3400;0,065;0,086;0,207;0,314;0,275;0,728;0,722;0,733
2021;1338;4000;0,007;0,028;0,042;0,353;0,321;0,812;0,808;0,816
2021;1339;4500;0,044;0,07;0,16;0,329;0,292;0,747;0,744;0,75
2021;1341;900;0,127;0,154;0,419;0,268;0,191;0,577;0,57;0,585
2021;1343;500;0,324;0,107;0,636;0,102;0,203;0,391;0,377;0,406
2021;1349;1000;0,182;0,145;0,512;0,243;0,193;0,528;0,522;0,535
2021;1351;900;0,154;0,056;0,282;0,226;0,243;0,538;0,527;0,55
2021;1352;800;0,043;0,023;0,089;0,325;0,295;0,769;0,759;0,779
2021;1353;2400;-0,193;-0,13;-0,418;0,4;0,418;0,923;0,917;0,93
2021;1354;1400;-0,219;-0,137;-0,456;0,402;0,45;0,979;0,974;0,984
2021;1355;1300;-0,039;-0,014;-0,066;0,368;0,338;0,816;0,806;0,826
2021;1356;1200;-0,007;-0,005;-0,029;0,353;0,311;0,794;0,784;0,804
2021;1357;1700;-0,006;-0,021;-0,038;0,359;0,325;0,806;0,798;0,814
2021;1358;200;0,313;0,119;0,639;0,13;0,219;0,458;0,431;0,486
2021;1359;900;0,192;0,093;0,433;0,259;0,244;0,6;0,589;0,611
2021;1361;1200;0,147;0,093;0,375;0,287;0,258;0,654;0,648;0,66
2021;1362;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1363;6300;0,077;0,101;0,265;0,303;0,254;0,682;0,679;0,685
2021;1381;2400;0,08;0,027;0,182;0,375;0,29;0,842;0,833;0,851
2021;1382;4800;0,008;0,018;0,057;0,393;0,317;0,882;0,878;0,886
2021;1383;1600;0,118;0,057;0,239;0,308;0,268;0,714;0,705;0,724
2021;1384;500;0,338;0,238;0,884;0,071;0,047;0,205;0,198;0,213
2021;1391;3300;0,201;0,074;0,404;0,268;0,241;0,663;0,657;0,67
2021;1393;700;0,133;0,083;0,282;0,323;0,236;0,704;0,689;0,719
2021;1394;2300;0,124;0,061;0,223;0,322;0,256;0,713;0,702;0,723
2021;1396;600;0,187;0,089;0,372;0,277;0,22;0,626;0,613;0,638
2021;1398;1800;0,115;0,058;0,268;0,342;0,266;0,776;0,77;0,781
2021;1399;1300;0,175;0,052;0,337;0,284;0,256;0,683;0,673;0,693
2021;1401;2000;0,168;0,069;0,382;0,31;0,257;0,739;0,732;0,747
2021;1402;4100;0,084;0,054;0,216;0,368;0,285;0,838;0,831;0,844
2021;1403;4600;0,01;0;0,012;0,378;0,324;0,852;0,847;0,858
2021;1404;2000;0,035;-0,018;0,087;0,387;0,323;0,813;0,806;0,821
2021;1405;1100;0,241;0,059;0,491;0,236;0,247;0,641;0,631;0,651
2021;1406;1600;0,191;0,064;0,389;0,281;0,227;0,652;0,643;0,662
2021;1411;4400;0,117;0,023;0,217;0,343;0,282;0,773;0,766;0,78
2021;1412;3000;0,233;0,056;0,459;0,235;0,251;0,647;0,642;0,652
2021;1421;2700;0,003;0,04;0,041;0,381;0,296;0,83;0,825;0,836
2021;1422;6100;0,057;0,054;0,134;0,345;0,269;0,747;0,744;0,751
2021;1423;2400;0,154;0,081;0,301;0,288;0,247;0,676;0,671;0,681
2021;1424;1900;0,135;0,098;0,26;0,3;0,228;0,656;0,647;0,664
2021;1426;400;0,234;0,074;0,359;0,205;0,24;0,566;0,542;0,59
2021;1427;400;0,157;0,077;0,274;0,272;0,241;0,621;0,609;0,632
2021;1428;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1431;5700;0,091;0,061;0,153;0,338;0,253;0,731;0,726;0,736
2021;1432;3700;0,159;0,112;0,331;0,293;0,219;0,667;0,661;0,672
2021;1433;3800;0,108;0,093;0,223;0,308;0,238;0,682;0,677;0,687
2021;1435;1900;0,028;0,038;0,049;0,38;0,286;0,785;0,776;0,795
2021;1436;200;0,088;0,084;0,193;0,337;0,243;0,658;0,634;0,682
2021;1437;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1438;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1441;7100;-0,001;0,005;-0,008;0,37;0,316;0,816;0,812;0,82
2021;1442;3300;-0,058;-0,009;-0,113;0,378;0,346;0,838;0,831;0,845
2021;1443;3800;-0,122;-0,057;-0,259;0,385;0,362;0,869;0,864;0,874
2021;1444;3300;0,038;0,002;0,019;0,334;0,281;0,752;0,745;0,76
2021;1445;4300;-0,058;0,002;-0,106;0,376;0,343;0,852;0,848;0,856
2021;1446;2200;-0,01;0,017;-0,027;0,355;0,324;0,8;0,793;0,808
2021;1447;5100;0,11;0,076;0,208;0,306;0,252;0,697;0,689;0,704
2021;1448;7500;0,109;0,088;0,238;0,304;0,255;0,713;0,709;0,717
2021;1451;200;0,198;0,086;0,335;0,262;0,261;0,672;0,651;0,693
2021;1452;800;0,15;0,054;0,266;0,294;0,259;0,693;0,68;0,707
2021;1454;200;0,202;0,079;0,395;0,257;0,25;0,616;0,594;0,638
2021;1456;800;0,196;0,093;0,349;0,24;0,233;0,579;0,564;0,594
2021;1458;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1461;1500;0,215;0,086;0,397;0,234;0,236;0,613;0,603;0,623
2021;1462;2000;0,099;0,062;0,196;0,335;0,263;0,738;0,727;0,748
2021;1463;200;0,277;0,12;0,495;0,163;0,209;0,494;0,471;0,517
2021;1464;300;0,223;0,106;0,421;0,221;0,215;0,53;0,512;0,548
2021;1471;300;0,222;0,094;0,394;0,219;0,217;0,555;0,539;0,57
2021;1472;300;0,192;0,067;0,314;0,269;0,244;0,645;0,623;0,668
2021;1473;300;0,229;0,073;0,383;0,224;0,243;0,564;0,54;0,588
2021;1474;1400;0,111;0,071;0,206;0,307;0,247;0,674;0,664;0,685
2021;1475;200;0,174;0,088;0,321;0,266;0,237;0,596;0,574;0,619
2021;1476;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1477;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1481;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1482;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1483;1800;0,123;0,069;0,225;0,289;0,244;0,65;0,637;0,663
2021;1484;400;0,143;0,082;0,254;0,303;0,23;0,689;0,666;0,712
2021;1485;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1486;300;0,156;0,065;0,269;0,272;0,244;0,623;0,606;0,639
2021;1487;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1488;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1489;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1501;3100;-0,078;-0,002;-0,093;0,393;0,351;0,889;0,88;0,898
2021;1502;4100;-0,098;-0,055;-0,206;0,406;0,381;0,925;0,92;0,93
2021;1503;5000;-0,145;-0,088;-0,328;0,425;0,403;0,981;0,977;0,984
2021;1504;3400;-0,185;-0,111;-0,393;0,426;0,436;0,997;0,993;1,002
2021;1505;2900;-0,121;-0,049;-0,217;0,414;0,405;0,941;0,936;0,947
2021;1506;6400;0,009;0,02;0,054;0,375;0,317;0,834;0,829;0,838
2021;1507;5700;0,087;0,071;0,21;0,323;0,274;0,737;0,734;0,741
2021;1508;2300;-0,102;-0,034;-0,198;0,396;0,388;0,917;0,91;0,924
2021;1509;3000;0,029;0,008;0,029;0,342;0,301;0,767;0,761;0,773
2021;1511;4000;0,126;0,07;0,23;0,312;0,253;0,703;0,698;0,708
2021;1521;5700;-0,063;-0,006;-0,111;0,376;0,34;0,84;0,837;0,843
2021;1525;200;0,093;0,071;0,178;0,335;0,277;0,718;0,7;0,735
2021;1531;5700;0,051;0,035;0,082;0,344;0,283;0,768;0,762;0,773
2021;1534;200;0,172;0,069;0,274;0,259;0,249;0,63;0,603;0,658
2021;1536;100;0,18;0,084;0,37;0,268;0,238;0,587;0,558;0,616
2021;1541;5100;0,046;0,024;0,088;0,342;0,286;0,752;0,749;0,756
2021;1544;3900;-0,02;-0,008;-0,045;0,4;0,345;0,893;0,887;0,9
2021;1546;300;0,145;0,065;0,251;0,31;0,241;0,662;0,644;0,681
2021;1551;2000;0,141;0,077;0,262;0,292;0,243;0,688;0,68;0,695
2021;1561;4000;-0,049;-0,015;-0,102;0,394;0,334;0,865;0,858;0,872
2021;1562;3900;0,046;0,021;0,07;0,358;0,297;0,792;0,786;0,799
2021;1566;5400;0,106;0,081;0,212;0,303;0,252;0,682;0,677;0,686
2021;1567;3800;0,141;0,157;0,389;0,263;0,181;0,598;0,593;0,603
2021;1601;3900;0,027;0,02;0,029;0,353;0,281;0,769;0,764;0,773
2021;1602;4700;-0,018;0,02;-0,035;0,365;0,326;0,826;0,82;0,831
2021;1606;1800;0,087;0,062;0,138;0,327;0,264;0,717;0,709;0,724
2021;1607;700;0,063;0,064;0,121;0,366;0,269;0,73;0,718;0,741
2021;1608;600;0,154;0,079;0,271;0,289;0,253;0,678;0,66;0,695
2021;1609;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1611;4300;0,048;0,047;0,072;0,319;0,27;0,712;0,708;0,716
2021;1613;4000;0,029;0,042;0,044;0,334;0,288;0,751;0,745;0,757
2021;1614;900;0,096;0,083;0,149;0,296;0,223;0,653;0,643;0,662
2021;1616;3500;0,089;0,064;0,151;0,311;0,254;0,714;0,708;0,719
2021;1617;700;0,133;0,092;0,244;0,269;0,234;0,622;0,607;0,637
2021;1619;3000;0,05;0,044;0,066;0,34;0,282;0,749;0,744;0,755
2021;1621;3100;0,033;0,017;0,084;0,369;0,296;0,765;0,758;0,771
2021;1622;3400;-0,071;-0,048;-0,173;0,381;0,378;0,879;0,875;0,884
2021;1623;1200;0,012;0,012;0,038;0,387;0,322;0,843;0,833;0,853
2021;1624;2700;-0,005;-0,025;-0,033;0,4;0,351;0,904;0,898;0,91
2021;1625;4600;0,016;0,003;0,011;0,351;0,294;0,796;0,791;0,801
2021;1627;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1628;8900;-0,014;0,017;-0,011;0,379;0,338;0,871;0,868;0,874
2021;1631;200;0,173;0,112;0,327;0,259;0,215;0,622;0,596;0,648
2021;1633;1400;0,134;0,065;0,192;0,27;0,253;0,644;0,637;0,652
2021;1634;200;0,081;0,054;0,11;0,315;0,239;0,699;0,673;0,724
2021;1636;600;0,07;0,053;0,133;0,347;0,271;0,744;0,731;0,758
2021;1641;400;0,106;0,089;0,184;0,295;0,231;0,668;0,649;0,687
2021;1642;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1643;200;0,257;0,119;0,406;0,15;0,198;0,478;0,449;0,508
2021;1645;1200;0,134;0,089;0,239;0,275;0,231;0,634;0,624;0,643
2021;1646;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1647;1000;0,165;0,082;0,278;0,251;0,23;0,598;0,587;0,609
2021;1648;1400;0,096;0,091;0,189;0,3;0,246;0,691;0,679;0,703
2021;1652;200;0,211;0,133;0,397;0,186;0,186;0,488;0,46;0,515
2021;1654;300;0,119;0,063;0,179;0,316;0,252;0,71;0,69;0,731
2021;1655;400;0,099;0,086;0,182;0,308;0,235;0,647;0,625;0,669
2021;1657;900;0,071;0,051;0,122;0,325;0,255;0,687;0,675;0,698
2021;1658;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1661;200;0,191;0,15;0,37;0,222;0,165;0,517;0,492;0,543
2021;1662;100;0,104;0,056;0,15;0,33;0,29;0,752;0,724;0,78
2021;1663;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1671;3800;-0,005;0,028;-0,041;0,37;0,297;0,796;0,792;0,801
2021;1674;800;0,04;0,031;0,035;0,363;0,303;0,802;0,79;0,814
2021;1676;500;0,094;0,058;0,179;0,321;0,26;0,685;0,665;0,704
2021;1678;400;0,142;0,066;0,224;0,27;0,256;0,653;0,631;0,675
2021;1679;1100;0,036;0,043;0,061;0,347;0,284;0,764;0,755;0,773
2021;1681;100;0,167;0,127;0,315;0,261;0,2;0,54;0,512;0,568
2021;1682;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1683;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1684;200;0,107;0,085;0,188;0,297;0,256;0,658;0,636;0,68
2021;1685;200;0,135;0,111;0,257;0,279;0,222;0,635;0,609;0,66
2021;1686;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1687;2400;0,136;0,07;0,231;0,289;0,256;0,694;0,688;0,7
2021;1688;1000;0,102;0,065;0,161;0,299;0,252;0,67;0,658;0,683
2021;1689;7300;0,036;0,061;0,115;0,332;0,287;0,759;0,756;0,761
2021;1691;300;0,172;0,084;0,301;0,254;0,225;0,582;0,562;0,603
2021;1692;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;1693;3400;0,065;0,063;0,103;0,333;0,262;0,732;0,726;0,738
2021;1695;1900;0,117;0,028;0,164;0,29;0,245;0,673;0,665;0,681
2021;1696;600;0,146;0,088;0,252;0,287;0,245;0,652;0,639;0,665
2021;1697;400;0,175;0,065;0,291;0,256;0,239;0,604;0,583;0,625
2021;1701;3600;0,072;0,023;0,082;0,302;0,276;0,685;0,679;0,691
2021;1702;3700;0,011;-0,017;-0,041;0,343;0,318;0,775;0,77;0,781
2021;1703;5900;-0,007;0,002;-0,043;0,35;0,329;0,791;0,786;0,797
2021;1704;3400;0,139;0,098;0,292;0,286;0,244;0,651;0,646;0,657
2021;1705;6600;0,087;0,093;0,229;0,294;0,262;0,691;0,686;0,696
2021;1706;800;0,175;0,182;0,49;0,194;0,141;0,435;0,424;0,445
2021;1711;700;0,136;0,07;0,197;0,28;0,259;0,68;0,669;0,691
2021;1713;2400;0,121;0,072;0,196;0,283;0,255;0,685;0,68;0,689
2021;1715;1900;0,085;0,104;0,182;0,322;0,216;0,679;0,672;0,686
2021;1716;900;0,072;0,051;0,099;0,314;0,278;0,691;0,683;0,699
2021;1718;1700;0,089;0,065;0,148;0,31;0,253;0,688;0,678;0,697
2021;1719;200;0,123;0,052;0,181;0,31;0,264;0,684;0,665;0,704
2021;1721;2400;0,12;0,076;0,24;0,301;0,252;0,673;0,665;0,68
2021;1722;2600;0,115;0,054;0,192;0,296;0,261;0,669;0,661;0,677
2021;1723;2600;0,042;0,048;0,081;0,328;0,275;0,722;0,718;0,727
2021;1724;1600;0,096;0,073;0,191;0,312;0,268;0,69;0,683;0,697
2021;1731;1300;0,098;0,097;0,195;0,302;0,239;0,642;0,636;0,649
