SES_Verslagjaar;SES_PC4;SES_Aantal_huishoudens;SES_Deelscore_welvaart;SES_Deelscore_arbeid;SES_Totaalscore;SES_Spreiding_welvaart;SES_Spreiding_arbeid;SES_Spreiding_totaalscore;SES_Interval_ondergrens;SES_Interval_bovengrens
2022;5623;5600;-0,098;-0,052;-0,179;0,401;0,35;0,911;0,906;0,916
2022;5624;2800;-0,035;-0,016;-0,047;0,405;0,332;0,898;0,892;0,904
2022;5625;5000;-0,147;-0,075;-0,282;0,408;0,391;0,96;0,955;0,964
2022;5626;1600;0,18;0,045;0,323;0,281;0,267;0,696;0,685;0,708
2022;5627;5300;0,099;0,071;0,237;0,294;0,266;0,696;0,691;0,702
2022;5628;4600;-0,068;-0,01;-0,102;0,389;0,334;0,895;0,889;0,901
2022;5629;3500;0,236;0,134;0,523;0,191;0,193;0,514;0,508;0,52
2022;5631;2600;0,074;0,014;0,173;0,354;0,298;0,798;0,791;0,806
2022;5632;6000;-0,054;-0,024;-0,09;0,407;0,351;0,926;0,921;0,932
2022;5633;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;5641;3700;-0,092;-0,043;-0,152;0,415;0,375;0,954;0,948;0,959
2022;5642;3800;-0,111;-0,031;-0,157;0,425;0,381;0,996;0,991;1,001
2022;5643;3900;-0,099;-0,017;-0,099;0,427;0,374;0,987;0,982;0,991
2022;5644;3900;0,065;0,025;0,193;0,384;0,312;0,859;0,854;0,864
2022;5645;1900;-0,041;-0,012;-0,033;0,426;0,357;0,975;0,967;0,983
2022;5646;1000;0,115;0,051;0,257;0,35;0,272;0,841;0,835;0,847
2022;5647;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;5651;1700;-0,071;0,002;-0,029;0,445;0,365;1,035;1,026;1,043
2022;5652;3400;-0,104;-0,011;-0,118;0,415;0,36;0,944;0,94;0,948
2022;5653;3500;-0,051;-0,027;-0,071;0,404;0,359;0,927;0,921;0,933
2022;5654;5200;-0,117;-0,041;-0,183;0,409;0,376;0,943;0,937;0,948
2022;5655;1800;0,016;0,002;0,057;0,384;0,319;0,871;0,86;0,881
2022;5657;100;-0,024;0,031;0,043;0,472;0,335;1;0,974;1,027
2022;5658;4900;0,177;0,131;0,461;0,25;0,207;0,611;0,607;0,615
2022;5661;400;0,211;0,125;0,455;0,242;0,217;0,623;0,607;0,639
2022;5662;1300;0,179;0,127;0,399;0,201;0,195;0,51;0,499;0,521
2022;5663;2500;0,191;0,094;0,381;0,228;0,226;0,591;0,585;0,597
2022;5664;2600;-0,007;-0,005;-0,039;0,375;0,3;0,816;0,808;0,824
2022;5665;2700;-0,14;-0,062;-0,284;0,402;0,363;0,897;0,891;0,902
2022;5666;1700;-0,005;0,008;-0,034;0,378;0,33;0,859;0,85;0,868
2022;5667;1900;0,071;0,083;0,153;0,291;0,248;0,684;0,677;0,691
2022;5671;2600;0,124;0,015;0,185;0,316;0,262;0,734;0,726;0,741
2022;5672;3000;0,154;0,041;0,272;0,26;0,247;0,64;0,636;0,644
2022;5673;2500;0,158;0,06;0,307;0,296;0,27;0,711;0,706;0,716
2022;5674;2100;0,204;0,104;0,4;0,233;0,222;0,591;0,581;0,6
2022;5681;400;0,151;0,053;0,228;0,329;0,285;0,765;0,75;0,78
2022;5682;1800;0,168;0,104;0,348;0,242;0,222;0,57;0,565;0,575
2022;5683;3200;0,031;0,027;0,051;0,367;0,271;0,783;0,776;0,79
2022;5684;5200;0,041;0,042;0,094;0,348;0,296;0,785;0,78;0,789
2022;5685;2700;0,226;0,124;0,479;0,21;0,207;0,578;0,571;0,584
2022;5688;5200;0,149;0,075;0,246;0,287;0,241;0,671;0,666;0,676
2022;5689;200;0,159;0,146;0,434;0,274;0,197;0,623;0,602;0,644
2022;5691;4700;0,167;0,055;0,291;0,276;0,246;0,681;0,675;0,687
2022;5692;700;0,148;0,17;0,466;0,265;0,164;0,576;0,567;0,584
2022;5694;2000;0,107;0,069;0,209;0,284;0,258;0,67;0,662;0,679
2022;5701;8100;-0,209;-0,081;-0,406;0,389;0,407;0,936;0,933;0,939
2022;5702;5400;-0,128;-0,029;-0,252;0,372;0,354;0,849;0,845;0,853
2022;5703;2700;-0,178;-0,058;-0,349;0,393;0,388;0,91;0,904;0,915
2022;5704;3900;0,006;0,062;0,048;0,348;0,293;0,789;0,784;0,795
2022;5705;1100;-0,116;-0,031;-0,212;0,395;0,377;0,911;0,902;0,921
2022;5706;6000;0,07;0,077;0,176;0,332;0,266;0,776;0,772;0,779
2022;5707;4800;0,033;0,02;0,062;0,369;0,309;0,828;0,824;0,832
2022;5708;4400;0,171;0,089;0,365;0,26;0,235;0,632;0,626;0,638
2022;5709;5400;0,057;0,072;0,146;0,326;0,28;0,752;0,748;0,756
2022;5711;3600;0,071;0,067;0,123;0,337;0,253;0,741;0,737;0,746
2022;5712;3700;0,09;0,087;0,167;0,334;0,247;0,715;0,71;0,72
2022;5715;900;0,163;0,109;0,306;0,269;0,211;0,617;0,61;0,624
2022;5721;5800;0,065;0,049;0,111;0,343;0,269;0,752;0,747;0,757
2022;5722;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;5724;400;0,069;0,067;0,114;0,368;0,282;0,784;0,773;0,796
2022;5725;1000;0,148;0,116;0,281;0,286;0,201;0,606;0,592;0,62
2022;5731;4700;0,099;0,051;0,188;0,327;0,271;0,741;0,736;0,745
2022;5735;2400;0,088;0,069;0,17;0,326;0,243;0,708;0,702;0,715
2022;5737;1800;0,126;0,065;0,205;0,297;0,249;0,677;0,668;0,687
2022;5738;800;0,18;0,118;0,316;0,245;0,201;0,584;0,568;0,599
2022;5741;4700;0,045;0,06;0,091;0,347;0,267;0,761;0,755;0,767
2022;5751;5800;0,013;0,026;0,005;0,366;0,275;0,781;0,775;0,787
2022;5752;700;0,205;0,099;0,344;0,246;0,219;0,626;0,611;0,642
2022;5753;1700;0,088;0,07;0,157;0,327;0,264;0,729;0,722;0,735
2022;5754;2600;0,082;0,075;0,164;0,33;0,272;0,752;0,747;0,757
2022;5756;600;0,186;0,136;0,37;0,241;0,179;0,573;0,552;0,595
2022;5757;1400;0,106;0,091;0,182;0,307;0,224;0,667;0,659;0,675
2022;5758;800;0,117;0,119;0,231;0,282;0,196;0,612;0,599;0,625
2022;5759;400;0,093;0,087;0,186;0,321;0,238;0,684;0,661;0,707
2022;5761;2600;0,081;0,079;0,143;0,325;0,246;0,707;0,698;0,715
2022;5763;900;0,137;0,099;0,236;0,285;0,218;0,634;0,624;0,645
2022;5764;500;0,123;0,095;0,21;0,282;0,239;0,638;0,622;0,654
2022;5766;200;0,132;0,098;0,231;0,248;0,215;0,603;0,588;0,618
2022;5768;2700;0,098;0,081;0,17;0,293;0,238;0,665;0,657;0,672
2022;5801;5400;-0,029;-0,014;-0,084;0,378;0,301;0,821;0,817;0,825
2022;5802;3300;-0,101;-0,032;-0,208;0,397;0,366;0,887;0,882;0,892
2022;5803;3200;0,044;0,077;0,139;0,314;0,272;0,72;0,715;0,726
2022;5804;1300;0,14;0,117;0,343;0,277;0,222;0,662;0,653;0,67
2022;5807;900;0,09;0,068;0,194;0,302;0,237;0,654;0,641;0,668
2022;5808;500;0,076;0,096;0,169;0,33;0,237;0,695;0,675;0,715
2022;5809;900;0,147;0,097;0,292;0,261;0,232;0,624;0,617;0,63
2022;5811;300;0,105;0,081;0,192;0,317;0,237;0,668;0,646;0,691
2022;5812;200;0,178;0,092;0,319;0,254;0,212;0,583;0,558;0,607
2022;5813;900;0,119;0,11;0,243;0,311;0,211;0,645;0,629;0,662
2022;5814;200;0,182;0,133;0,348;0,254;0,202;0,572;0,546;0,598
2022;5815;400;0,147;0,092;0,27;0,271;0,233;0,638;0,623;0,654
2022;5816;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;5817;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;5821;1100;0,106;0,093;0,219;0,288;0,221;0,647;0,638;0,656
2022;5823;400;0,118;0,083;0,208;0,279;0,226;0,606;0,586;0,627
2022;5824;200;0,204;0,126;0,405;0,184;0,196;0,485;0,462;0,509
2022;5825;1600;0,112;0,08;0,205;0,307;0,229;0,661;0,654;0,669
2022;5826;200;0,193;0,148;0,409;0,197;0,168;0,498;0,473;0,524
2022;5827;300;0,188;0,14;0,393;0,221;0,18;0,502;0,475;0,529
2022;5831;5800;0,005;0,018;0,013;0,369;0,297;0,801;0,795;0,807
2022;5835;700;0,173;0,112;0,342;0,242;0,201;0,554;0,54;0,567
2022;5836;800;0,162;0,105;0,314;0,238;0,211;0,568;0,554;0,583
2022;5841;700;0,154;0,096;0,275;0,274;0,224;0,636;0,621;0,652
2022;5843;300;0,168;0,111;0,324;0,234;0,216;0,581;0,562;0,601
2022;5844;300;0,16;0,113;0,315;0,254;0,211;0,579;0,561;0,596
2022;5845;1800;0,103;0,056;0,17;0,31;0,253;0,696;0,687;0,706
2022;5846;300;0,202;0,112;0,369;0,233;0,216;0,566;0,541;0,591
2022;5851;900;0,059;0,097;0,134;0,331;0,212;0,689;0,675;0,702
2022;5853;900;0,054;0,078;0,092;0,311;0,253;0,681;0,669;0,693
2022;5854;2400;0,018;0,028;0,009;0,346;0,284;0,747;0,74;0,754
2022;5855;1000;0,064;0,064;0,103;0,32;0,244;0,691;0,679;0,703
2022;5856;500;0,095;0,087;0,168;0,298;0,241;0,673;0,66;0,685
2022;5861;800;0,122;0,085;0,213;0,244;0,22;0,587;0,568;0,607
2022;5862;200;0,161;0,078;0,27;0,236;0,225;0,596;0,561;0,632
2022;5863;500;0,056;0,061;0,128;0,323;0,257;0,68;0,663;0,698
2022;5864;800;0,127;0,085;0,227;0,24;0,224;0,58;0,569;0,592
2022;5865;500;0,04;0,099;0,131;0,323;0,231;0,694;0,678;0,711
2022;5866;500;0,15;0,1;0,272;0,25;0,216;0,575;0,556;0,595
2022;5871;500;0,076;0,065;0,155;0,313;0,254;0,672;0,648;0,696
2022;5872;300;0,124;0,081;0,237;0,284;0,225;0,635;0,609;0,662
2022;5911;2800;-0,084;0;-0,074;0,397;0,331;0,835;0,83;0,84
2022;5912;4500;-0,072;0,004;-0,114;0,375;0,334;0,884;0,878;0,889
2022;5913;4800;0,066;0,049;0,149;0,318;0,259;0,725;0,719;0,73
2022;5914;3900;-0,137;-0,054;-0,274;0,397;0,37;0,927;0,923;0,93
2022;5915;2700;-0,113;-0,072;-0,236;0,438;0,407;1,04;1,035;1,045
2022;5916;1000;0,189;0,078;0,346;0,219;0,233;0,558;0,548;0,569
2022;5921;3400;-0,127;-0,05;-0,272;0,385;0,356;0,889;0,885;0,893
2022;5922;2600;-0,155;-0,048;-0,303;0,392;0,394;0,928;0,922;0,934
2022;5923;1600;-0,179;-0,094;-0,394;0,386;0,366;0,896;0,886;0,905
2022;5924;1500;-0,006;0,054;-0,002;0,295;0,28;0,692;0,685;0,7
2022;5925;1700;-0,073;0,009;-0,127;0,365;0,352;0,856;0,85;0,863
2022;5926;1200;0,218;0,083;0,384;0,189;0,214;0,527;0,518;0,536
2022;5927;300;0,183;0,089;0,324;0,218;0,208;0,551;0,534;0,567
2022;5928;300;0,093;0,064;0,175;0,315;0,281;0,739;0,728;0,749
2022;5931;4500;-0,013;0,024;-0,024;0,343;0,288;0,784;0,78;0,789
2022;5932;2500;-0,081;-0,009;-0,166;0,35;0,35;0,83;0,824;0,837
2022;5935;1700;-0,024;-0,014;-0,079;0,372;0,341;0,869;0,859;0,88
2022;5941;2300;0,086;0,055;0,162;0,3;0,266;0,7;0,693;0,706
2022;5943;400;0,088;0,06;0,146;0,291;0,258;0,655;0,64;0,671
2022;5944;1200;0,091;0,045;0,156;0,289;0,256;0,652;0,643;0,661
2022;5951;2400;0,003;0,027;-0,002;0,352;0,294;0,795;0,788;0,803
2022;5953;4900;-0,006;0,041;-0,016;0,345;0,274;0,77;0,765;0,775
2022;5954;1100;0,125;0,08;0,235;0,287;0,232;0,657;0,647;0,668
2022;5961;5900;0,045;0,057;0,098;0,336;0,263;0,74;0,735;0,745
2022;5962;900;0,125;0,132;0,276;0,292;0,193;0,606;0,594;0,618
2022;5963;900;0,095;0,115;0,236;0,308;0,211;0,629;0,619;0,639
2022;5964;700;0,107;0,138;0,283;0,32;0,191;0,615;0,599;0,63
2022;5966;900;0,104;0,088;0,181;0,299;0,236;0,668;0,653;0,683
2022;5971;2100;0,087;0,07;0,159;0,284;0,242;0,645;0,635;0,655
2022;5973;800;0,15;0,098;0,257;0,243;0,218;0,596;0,585;0,608
2022;5975;2900;0,094;0,083;0,182;0,307;0,232;0,673;0,665;0,681
2022;5976;500;0,159;0,122;0,315;0,225;0,195;0,552;0,537;0,567
2022;5977;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;5981;3400;0,005;0,02;-0,018;0,361;0,29;0,795;0,788;0,801
2022;5984;500;0,113;0,097;0,219;0,281;0,217;0,651;0,641;0,662
2022;5985;600;0,114;0,107;0,214;0,284;0,212;0,61;0,597;0,623
2022;5986;800;0,121;0,109;0,233;0,275;0,213;0,623;0,61;0,636
2022;5987;600;0,104;0,122;0,277;0,307;0,201;0,606;0,592;0,619
2022;5988;2600;0,104;0,089;0,215;0,29;0,23;0,673;0,666;0,681
2022;5991;2800;0,09;0,076;0,171;0,303;0,238;0,672;0,666;0,678
2022;5993;2900;0,068;0,09;0,161;0,339;0,226;0,689;0,681;0,696
2022;5995;1800;0,056;0,062;0,103;0,341;0,263;0,746;0,736;0,756
2022;6001;4400;-0,046;-0,018;-0,099;0,378;0,303;0,806;0,802;0,811
2022;6002;2800;0,082;0,067;0,17;0,308;0,274;0,725;0,719;0,731
2022;6003;2100;0,194;0,114;0,398;0,229;0,211;0,601;0,593;0,61
2022;6004;4200;0,001;0,027;0,001;0,347;0,299;0,803;0,8;0,806
2022;6005;1900;0,068;0,052;0,139;0,339;0,286;0,768;0,762;0,774
2022;6006;5200;-0,009;-0,008;-0,041;0,384;0,328;0,866;0,862;0,871
2022;6011;600;0,139;0,104;0,275;0,268;0,222;0,627;0,613;0,64
2022;6012;200;0,179;0,119;0,335;0,228;0,209;0,557;0,526;0,589
2022;6013;400;0,105;0,077;0,204;0,322;0,253;0,71;0,687;0,732
2022;6014;700;0,09;0,066;0,157;0,295;0,25;0,657;0,642;0,673
2022;6015;600;0,079;0,054;0,117;0,293;0,263;0,693;0,681;0,704
2022;6017;1100;0,053;0,017;0,061;0,336;0,287;0,767;0,756;0,777
2022;6019;900;0,071;0,049;0,114;0,304;0,262;0,707;0,696;0,718
2022;6021;4100;0,073;0,05;0,118;0,339;0,267;0,749;0,743;0,756
2022;6023;900;0,017;0,018;-0,009;0,367;0,295;0,797;0,783;0,81
2022;6024;600;0,096;0,059;0,148;0,261;0,258;0,608;0,594;0,622
2022;6026;2200;0,12;0,061;0,217;0,297;0,253;0,682;0,674;0,691
2022;6027;800;0,181;0,092;0,317;0,251;0,222;0,614;0,601;0,627
2022;6028;300;0,221;0,127;0,365;0,187;0,183;0,495;0,475;0,515
2022;6029;700;0,189;0,1;0,366;0,248;0,226;0,584;0,572;0,596
2022;6031;4600;0,061;0,052;0,104;0,343;0,261;0,762;0,757;0,766
2022;6034;600;0,151;0,111;0,285;0,262;0,205;0,582;0,568;0,595
2022;6035;1700;0,109;0,101;0,211;0,303;0,225;0,668;0,658;0,677
2022;6037;500;0,132;0,091;0,228;0,29;0,238;0,657;0,648;0,666
2022;6039;2400;0,032;0,052;0,06;0,36;0,26;0,744;0,732;0,756
2022;6041;6900;-0,017;-0,01;-0,004;0,384;0,313;0,823;0,817;0,828
2022;6042;4500;-0,025;-0,004;-0,03;0,385;0,334;0,88;0,877;0,884
2022;6043;5400;-0,156;-0,067;-0,318;0,396;0,394;0,928;0,923;0,932
2022;6044;1600;-0,238;-0,164;-0,533;0,402;0,477;0,989;0,979;0,998
2022;6045;2800;-0,097;-0,019;-0,165;0,391;0,355;0,907;0,902;0,911
2022;6049;3200;0,15;0,101;0,356;0,251;0,23;0,636;0,629;0,644
2022;6051;3300;0,044;0,029;0,038;0,338;0,285;0,766;0,759;0,772
2022;6061;1800;0,038;0,03;0,036;0,316;0,287;0,719;0,71;0,728
2022;6063;1100;0,026;0,021;0,011;0,334;0,292;0,733;0,718;0,747
2022;6065;1400;0,108;0,052;0,14;0,287;0,264;0,691;0,684;0,698
2022;6067;1700;0,071;0,047;0,122;0,307;0,267;0,714;0,704;0,725
2022;6071;4000;0,023;0,04;0,054;0,33;0,281;0,749;0,744;0,755
2022;6074;1600;0,07;0,035;0,108;0,314;0,274;0,734;0,727;0,741
2022;6075;1900;0,058;0,023;0,073;0,314;0,287;0,728;0,722;0,734
2022;6077;1500;0,067;0,035;0,096;0,313;0,267;0,719;0,714;0,725
2022;6081;2000;0,055;0,032;0,069;0,315;0,283;0,733;0,726;0,741
2022;6082;400;0,098;0,056;0,154;0,293;0,273;0,689;0,673;0,706
2022;6083;300;0,123;0,076;0,218;0,259;0,229;0,609;0,595;0,623
2022;6085;1600;0,104;0,054;0,176;0,285;0,26;0,673;0,668;0,678
2022;6086;1500;0,111;0,062;0,163;0,275;0,252;0,67;0,663;0,677
2022;6088;1900;0,114;0,063;0,189;0,29;0,26;0,687;0,681;0,694
2022;6089;300;0,088;0,079;0,164;0,301;0,224;0,636;0,619;0,653
2022;6091;300;0,1;0,108;0,213;0,309;0,217;0,668;0,648;0,687
2022;6092;100;0,147;0,1;0,264;0,253;0,239;0,611;0,575;0,647
2022;6093;3000;0,076;0,042;0,116;0,319;0,261;0,723;0,716;0,73
2022;6095;1100;0,095;0,047;0,151;0,309;0,274;0,71;0,698;0,721
2022;6096;700;0,121;0,069;0,213;0,284;0,246;0,653;0,641;0,664
2022;6097;1800;0,135;0,059;0,226;0,257;0,244;0,642;0,634;0,649
2022;6099;800;0,129;0,058;0,222;0,255;0,249;0,645;0,635;0,655
2022;6101;4600;-0,001;0,009;-0,017;0,366;0,314;0,831;0,826;0,835
2022;6102;2100;0,073;0,046;0,111;0,308;0,254;0,719;0,712;0,726
2022;6104;800;0,083;0,043;0,106;0,303;0,28;0,692;0,678;0,707
2022;6105;600;0,128;0,047;0,19;0,274;0,279;0,671;0,658;0,684
2022;6107;700;0,112;0,064;0,2;0,273;0,247;0,661;0,646;0,676
2022;6109;400;0,136;0,044;0,206;0,271;0,257;0,674;0,652;0,696
2022;6111;300;0,099;0,065;0,153;0,298;0,248;0,698;0,67;0,726
2022;6112;400;0,18;0,08;0,281;0,212;0,212;0,597;0,577;0,618
2022;6114;3600;0,032;0,022;0,034;0,341;0,292;0,787;0,782;0,792
2022;6116;700;0,052;0,038;0,092;0,33;0,286;0,755;0,743;0,767
2022;6118;1400;0,099;0,055;0,171;0,27;0,254;0,663;0,654;0,673
2022;6121;2600;0,044;0,032;0,087;0,339;0,3;0,793;0,789;0,798
2022;6122;900;0,038;0,043;0,076;0,313;0,269;0,715;0,705;0,725
2022;6123;500;0,094;0,055;0,156;0,255;0,241;0,607;0,597;0,616
2022;6124;300;0,123;0,077;0,237;0,26;0,252;0,61;0,593;0,626
2022;6125;800;0,033;0,02;0,042;0,344;0,283;0,778;0,765;0,791
2022;6127;1100;0,067;0,037;0,121;0,301;0,282;0,733;0,722;0,744
2022;6129;2600;0,04;0,033;0,068;0,319;0,287;0,743;0,738;0,749
2022;6131;3000;-0,107;-0,071;-0,2;0,414;0,337;0,892;0,887;0,897
2022;6132;2500;0,07;-0,002;0,131;0,36;0,338;0,85;0,843;0,857
2022;6133;1700;0,06;0,012;0,124;0,345;0,322;0,828;0,821;0,835
2022;6134;1200;-0,191;-0,101;-0,406;0,411;0,401;0,972;0,959;0,985
2022;6135;2600;-0,056;-0,015;-0,076;0,387;0,362;0,931;0,926;0,936
2022;6136;3500;-0,077;-0,032;-0,138;0,389;0,368;0,917;0,911;0,923
2022;6137;3900;-0,115;-0,073;-0,241;0,414;0,412;1,006;1,002;1,01
2022;6141;1100;0,119;0,05;0,239;0,271;0,253;0,664;0,652;0,675
2022;6142;600;0,109;0,052;0,205;0,284;0,259;0,658;0,646;0,67
2022;6143;500;0,065;0,05;0,117;0,294;0,263;0,704;0,691;0,717
2022;6151;2100;0,076;0,021;0,118;0,304;0,281;0,723;0,714;0,732
2022;6153;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6155;900;0,076;0,047;0,145;0,318;0,282;0,741;0,733;0,75
2022;6161;2400;-0,152;-0,081;-0,306;0,401;0,394;0,938;0,934;0,943
2022;6162;2300;-0,047;-0,01;-0,082;0,372;0,335;0,867;0,86;0,873
2022;6163;3600;-0,145;-0,073;-0,325;0,386;0,404;0,928;0,923;0,932
2022;6164;2500;-0,068;-0,056;-0,168;0,402;0,36;0,918;0,912;0,924
2022;6165;2300;-0,044;-0,039;-0,097;0,388;0,376;0,918;0,912;0,924
2022;6166;2600;-0,035;-0,033;-0,095;0,373;0,333;0,86;0,852;0,867
2022;6167;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6171;5200;0,017;0,008;-0,016;0,339;0,293;0,779;0,773;0,784
2022;6174;300;0,202;0,056;0,356;0,221;0,233;0,592;0,566;0,619
2022;6176;1500;0,075;0,031;0,118;0,321;0,279;0,749;0,743;0,755
2022;6181;3700;0,075;0,049;0,132;0,297;0,263;0,708;0,705;0,711
2022;6191;5800;0,038;0,02;0,054;0,343;0,295;0,801;0,796;0,806
2022;6199;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6211;5300;-0,098;-0,082;-0,075;0,439;0,386;0,903;0,899;0,907
2022;6212;2000;0,196;0,039;0,416;0,274;0,262;0,661;0,652;0,669
2022;6213;1900;0,152;0,023;0,302;0,296;0,255;0,694;0,684;0,704
2022;6214;2200;-0,247;-0,145;-0,448;0,417;0,439;1,009;1,002;1,016
2022;6215;4000;-0,048;-0,017;-0,089;0,384;0,336;0,88;0,875;0,885
2022;6216;3200;-0,094;-0,08;-0,205;0,397;0,376;0,919;0,912;0,925
2022;6217;4300;-0,224;-0,126;-0,415;0,415;0,423;0,988;0,983;0,992
2022;6218;3600;-0,153;-0,073;-0,322;0,402;0,357;0,931;0,924;0,938
2022;6219;900;-0,137;-0,037;-0,201;0,404;0,361;0,93;0,92;0,94
2022;6221;4600;-0,043;-0,059;-0,025;0,416;0,354;0,88;0,876;0,883
2022;6222;2400;-0,263;-0,146;-0,507;0,393;0,441;0,948;0,942;0,954
2022;6223;1300;0,012;0,002;0,02;0,336;0,299;0,757;0,746;0,767
2022;6224;3900;-0,173;-0,109;-0,302;0,425;0,413;0,999;0,994;1,004
2022;6225;2800;0,081;0,05;0,198;0,331;0,265;0,774;0,768;0,78
2022;6226;3100;0,02;-0,015;0,076;0,397;0,351;0,926;0,919;0,932
2022;6227;3600;-0,073;-0,028;-0,102;0,394;0,345;0,881;0,877;0,885
2022;6228;3100;-0,023;-0,007;0,01;0,379;0,348;0,858;0,854;0,862
2022;6229;3000;-0,034;-0,028;-0,023;0,398;0,363;0,905;0,898;0,912
2022;6231;3500;0,005;0,002;0,004;0,375;0,304;0,837;0,831;0,843
2022;6235;1200;0,142;0,069;0,249;0,243;0,236;0,613;0,599;0,627
2022;6237;100;0,184;0,128;0,366;0,192;0,178;0,508;0,485;0,53
2022;6241;2400;0,151;0,068;0,284;0,261;0,245;0,654;0,647;0,662
2022;6243;1100;0,118;0,04;0,178;0,281;0,259;0,678;0,668;0,688
2022;6245;4000;0,121;0,074;0,245;0,278;0,245;0,68;0,675;0,685
2022;6247;1300;0,133;0,064;0,241;0,266;0,239;0,645;0,636;0,654
2022;6251;200;0,192;0,083;0,345;0,224;0,24;0,59;0,571;0,609
2022;6252;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;6255;500;0,141;0,042;0,234;0,287;0,273;0,684;0,672;0,695
2022;6261;400;0,165;0,049;0,296;0,256;0,241;0,626;0,611;0,641
2022;6262;400;0,113;0,055;0,202;0,296;0,258;0,66;0,65;0,671
2022;6265;600;0,163;0,099;0,33;0,251;0,226;0,6;0,584;0,616
2022;6267;1600;0,111;0,027;0,184;0,314;0,28;0,756;0,748;0,764
2022;6268;300;0,159;0,064;0,34;0,309;0,252;0,697;0,678;0,717
2022;6269;1700;0,138;0,069;0,247;0,268;0,232;0,65;0,643;0,657
2022;6271;1900;-0,015;-0,004;-0,054;0,39;0,3;0,86;0,853;0,867
2022;6273;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;6274;200;0,14;0,059;0,241;0,283;0,238;0,63;0,616;0,645
2022;6276;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;6277;200;0,165;0,028;0,238;0,261;0,252;0,665;0,63;0,7
2022;6278;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6281;800;0,092;0,057;0,158;0,306;0,246;0,693;0,682;0,704
2022;6285;500;0,114;0,039;0,166;0,307;0,265;0,705;0,689;0,721
2022;6286;900;0,082;0,057;0,156;0,303;0,258;0,696;0,684;0,707
2022;6287;800;0,136;0,052;0,237;0,273;0,254;0,669;0,66;0,679
2022;6289;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6291;3800;-0,122;-0,069;-0,236;0,418;0,359;0,9;0,892;0,907
2022;6294;600;0,042;0,045;0,093;0,343;0,253;0,743;0,725;0,761
2022;6295;400;-0,02;-0,008;-0,012;0,39;0,328;0,831;0,811;0,85
2022;6301;5200;0,001;-0,002;-0,013;0,377;0,305;0,818;0,814;0,823
2022;6305;700;0,093;0,042;0,165;0,307;0,262;0,679;0,662;0,696
2022;6307;100;0,186;0,106;0,348;0,209;0,201;0,504;0,473;0,535
2022;6311;300;0,154;0,037;0,232;0,226;0,268;0,648;0,629;0,668
2022;6312;100;NA;NA;NA;NA;NA;NA;NA;NA
2022;6321;1100;0,048;0,019;0,062;0,334;0,292;0,756;0,746;0,767
2022;6325;1800;0,109;0,056;0,192;0,301;0,251;0,709;0,701;0,718
2022;6333;1400;0,178;0,082;0,321;0,227;0,223;0,598;0,587;0,609
2022;6336;1700;0,125;0,07;0,235;0,263;0,237;0,642;0,632;0,651
2022;6341;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6342;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6343;1500;0,123;0,046;0,212;0,286;0,26;0,695;0,685;0,705
2022;6351;2300;0,024;0,041;0,053;0,323;0,279;0,747;0,74;0,753
2022;6353;0;NA;NA;NA;NA;NA;NA;NA;NA
2022;6361;3100;-0,037;-0,016;-0,087;0,384;0,332;0,859;0,855;0,864
2022;6363;700;0,106;0,044;0,177;0,293;0,255;0,691;0,679;0,704
2022;6365;1300;0,047;0,003;0,048;0,338;0,305;0,786;0,777;0,795
2022;6367;3700;0,057;0,032;0,104;0,332;0,274;0,752;0,747;0,758
2022;6369;2600;-0,005;0,014;-0,014;0,357;0,289;0,792;0,784;0,799
2022;6371;3100;-0,073;-0,058;-0,186;0,393;0,374;0,921;0,915;0,926
2022;6372;4800;-0,026;-0,011;-0,073;0,342;0,329;0,813;0,808;0,818
2022;6373;4100;-0,044;-0,032;-0,127;0,372;0,344;0,87;0,866;0,874
2022;6374;5500;-0,022;-0,008;-0,071;0,353;0,335;0,841;0,838;0,845
2022;6411;4800;-0,138;-0,094;-0,279;0,395;0,377;0,907;0,903;0,912
2022;6412;4600;-0,174;-0,094;-0,347;0,396;0,431;0,972;0,968;0,976
2022;6413;5700;-0,185;-0,101;-0,395;0,387;0,417;0,93;0,928;0,932
2022;6414;3800;-0,191;-0,1;-0,405;0,388;0,433;0,938;0,935;0,941
2022;6415;3300;-0,213;-0,129;-0,454;0,403;0,446;0,995;0,991;1
2022;6416;2800;-0,114;-0,1;-0,248;0,444;0,416;1,062;1,055;1,069
2022;6417;3700;-0,031;-0,014;-0,006;0,373;0,342;0,857;0,854;0,861
