Code vooropleiding oorspr. code|Onderwijssector|Omschrijving vooropleiding oorspr. code
V2017|VO|VBO afdeling Bouwtechniek differentiatie stofferen
V2018|VO|VBO afdeling Bouwtechniek differentiatie tegelzetten
V2019|VO|VBO afdeling Bouwtechniek theoretische richting
V2020|VO|VBO afdeling Metaaltechniek
V2021|VO|LTO Mechanische Techniek differentiatie niet-verspanende techniek
V2022|VO|LTO Mechanische Techniek differentiatie verspanende techniek
V2023|VO|VBO afdeling Metaaltechniek differentiatie fijnmetaalbewerken
V2024|VO|VBO afdeling Metaaltechniek differentiatie procestechniek
V2025|VO|VBO afdeling Metaaltechniek differentiatie scheepsbouwkunde
V2026|VO|VBO afdeling Metaaltechniek differentiatie constructie bankwerken
V2027|VO|VBO afdeling Metaaltechniek theoretische richting
V2030|VO|VBO afdeling Elektrotechniek
V2031|VO|VBO afdeling Elektrotechniek theoretische richting
V2040|VO|VBO afdeling Installatietechniek
V2041|VO|VBO afdeling Installatietechniek differentiatie installatietechniek
V2042|VO|VBO afdeling Installatietechniek differentiatie procestechniek
V2043|VO|VBO afdeling Installatietechniek theoretische richting
V2050|VO|VBO afdeling Voertuigentechniek
V2051|VO|VBO afdeling Voertuigentechniek differentiatie motorvoertuigentechniek
V2052|VO|VBO afdeling Voertuigentechniek differentiatie landbouwwerktuigentechniek
V2053|VO|VBO afdeling Voertuigentechniek theoretische richting
V2060|VO|VBO afdeling Consumptief
V2061|VO|VBO afdeling Consumptief differentatie banket
V2062|VO|VBO afdeling Consumptief differentatie broodbanket
V2063|VO|VBO afdeling Consumptief differentatie koken/serveren
V2064|VO|VBO afdeling Consumptief differentatie vleesverwerken
V2065|VO|VBO afdeling Consumptief theoretische richting
V2070|VO|VBO afdeling Grafische Techniek
V2071|VO|VBO afdeling Grafische Techniek differentiatie vormvervaardigende techniek
V2072|VO|VBO afdeling Grafische Techniek differentiatie vormverwerkende techniek
V2073|VO|VBO afdeling Grafische Techniek theoretische richting
V2075|VO|VBO afdeling Transport en Logistiek
V2076|VO|VBO afdeling Transport en Logistiek theoretische richting
V2080|VO|VBO afdeling Edelmetaalbewerken (24.5)
V2081|VO|VBO afdeling Uurwerkmaken (24.5)
V2082|VO|VBO afdeling Dieselmotormontage (24.5)
V2083|VO|VBO afdeling Grafisch Tekenen/Reproductie Tekenen (24.5)
V2084|VO|VBO afdeling Edelmetaalbewerken theoretische richting (24.5)
V2085|VO|VBO afdeling Kleermaken (24.5)
V2086|VO|VBO afdeling Uurwerkmaken theoretische richting (24.5)
V2087|VO|Theoretisch Technisch Onderwijs
V2088|VO|VBO afdeling Dieselmotormontage theoretische richting (24.5)
V2089|VO|VBO afdeling Grafisch Tekenen/Reproductie Tekenen theoretische richting (24.5)
V2090|VO|LTO Leerbewerken
V2091|VO|LTO Scheepstimmeren
V2092|VO|LTO Scheepskok
V2093|VO|LTO Vakschool voor Mode en Kleding
V2094|VO|LTO Horlogemakersvakschool
V2095|VO|LTO Algemene Voorbereiding op Maatschappij en Beroep
V2096|VO|LTO Vakschool voor Grafische Techniek
V2097|VO|LTO Vakschool voor Consumptieve Techniek
V2098|VO|VBO afdeling Metaaltechniek differentiatie fijnmechanische techniek en kunststofverwerking
V2099|VO|VBO Kleermaken theoretische richting (24.5)
V2210|VO|LWOO Leerwegondersteunend Onderwijs Theoretische Leerweg
V2211|VO|LWOO/Theoretische Leerweg Profiel Techniek
V2212|VO|LWOO/Theoretische Leerweg Profiel Zorg en Welzijn
V2213|VO|LWOO/Theoretische Leerweg Profiel Economie
V2214|VO|LWOO/Theoretische Leerweg Profiel Landbouw
V2215|VO|LWOO/Theoretische Leerweg Profielloos Leerjaar 3
V2311|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Bouwtechniek
V2312|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Metaaltechniek
V2313|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Elektrotechniek
V2314|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Voertuigentechniek
V2315|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Installatietechniek
V2316|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Grafimedia
V2317|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Transport en Logistiek
V2318|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V2319|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5)
V2320|VO|LWOO Gemengde Leerweg Sector Techniek Afdeling Mode en Techniek (24.5)
V2321|VO|LWOO Gemengde Leerweg Sector Techniek-ISP: Metalektro
V2322|VO|LWOO Gemengde Leerweg Sector Techniek-ISP: Instalektro
V2323|VO|LWOO Gemengde Leerweg Sector Techniek-ISP: Bouw-breed
V2331|VO|LWOO Gemengde Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V2332|VO|LWOO Gemengde Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V2341|VO|LWOO Gemengde Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V2351|VO|LWOO Gemengde Leerweg Sector Economie Afdeling Administratie
V2352|VO|LWOO Gemengde Leerweg Sector Economie Afdeling Handel en Verkoop
V2353|VO|LWOO Gemengde Leerweg Sector Economie Afdeling Mode en Commercie
V2354|VO|LWOO Gemengde Leerweg Sector Economie Afdeling Consumptief
V2361|VO|LWOO Gemengde Leerweg Sector Economie-ISP: Consumptief-breed
V2362|VO|LWOO Gemengde Leerweg Sector Economie-ISP: Handel en Administratie
V2371|VO|LWOO Gemengde Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V2381|VO|LWOO Gemengde Leerweg Sector Landbouw-ISP: Landbouw-breed
V2411|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Bouwtechniek
V2412|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Metaaltechniek
V2413|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Elektrotechniek
V2414|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Voertuigentechniek
V2415|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Installatietechniek
V2416|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Grafimedia
V2417|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Transport en Logistiek
V2418|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V2419|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5)
V2420|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Mode en Techniek (24.5)
V2421|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Metalektro
V2422|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Instalektro
V2423|VO|LWOO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Bouw-breed
V2431|VO|LWOO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V2432|VO|LWOO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V2441|VO|LWOO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V2451|VO|LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Administratie
V2452|VO|LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Handel en Verkoop
V2453|VO|LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Mode en Commercie
V2454|VO|LWOO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Consumptief
V2461|VO|LWOO Kaderberoepsgerichte Leerweg Sector Economie-ISP: Consumptief-breed
V2462|VO|LWOO Kaderberoepsgerichte Leerweg Sector Economie-ISP: Handel en Administratie
V2471|VO|LWOO Kaderberoepsgerichte Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V2481|VO|LWOO Kaderberoepsgerichte Leerweg Sector Landbouw-ISP: Landbouw-breed
V2511|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Bouwtechniek
V2512|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Metaaltechniek
V2513|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Elektrotechniek
V2514|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Voertuigentechniek
V2515|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Installatietechniek
V2516|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Grafimedia
V2517|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Transport en Logistiek
V2518|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V2519|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5)
V2520|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Mode en Techniek (24.5)
V2521|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek-ISP: Metalektro
V2522|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek-ISP: Instalektro
V2523|VO|LWOO Basisberoepsgerichte Leerweg Sector Techniek-ISP: Bouw-breed
V2531|VO|LWOO Basisberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V2532|VO|LWOO Basisberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V2541|VO|LWOO Basisberoepsgerichte Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V2551|VO|LWOO Basisberoepsgerichte Leerweg Sector Economie Afdeling Administratie
V2552|VO|LWOO Basisberoepsgerichte Leerweg Sector Economie Afdeling Handel en Verkoop
V2553|VO|LWOO Basisberoepsgerichte Leerweg Sector Economie Afdeling Mode en Commercie
V2554|VO|LWOO Basisberoepsgerichte Leerweg Sector Economie Afdeling Consumptief
V2561|VO|LWOO Basisberoepsgerichte Leerweg Sector Economie-ISP: Consumptief-breed
V2562|VO|LWOO Basisberoepsgerichte Leerweg Sector Economie-ISP: Handel en Administratie
V2571|VO|LWOO Basisberoepsgerichte Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V2581|VO|LWOO Basisberoepsgerichte Leerweg Sector Landbouw-ISP: Landbouw-breed
V2611|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Bouwtechniek
V2612|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Metaaltechniek
V2613|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Elektrotechniek
V2614|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Voertuigentechniek
V2615|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Installatietechniek
V2616|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Grafimedia
V2617|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Transport en Logistiek
V2618|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V2619|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Haven en Vervoer School (24.5)
V2620|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Mode en Techniek (24.5)
V2621|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek-ISP: Metalektro
V2622|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek-ISP: Instalektro
V2623|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek-ISP: Bouw-breed
V2631|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V2632|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V2641|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V2651|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Administratie
V2652|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Handel en Verkoop
V2653|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Mode en Commercie
V2654|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Consumptief
V2661|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie-ISP: Consumptief-breed
V2662|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie-ISP: Handel en Administratie
V2671|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V2681|VO|LWOO Basisberoepsgerichte Leerweg Leerwerktraject Sector Landbouw-ISP: Landbouw-breed
V2711|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Bouwtechniek
V2712|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Metaaltechniek
V2713|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Elektrotechniek
V2714|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Voertuigentechniek
V2715|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Installatietechniek
V2716|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Grafimedia
V2717|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Transport en Logistiek
V2718|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V2719|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5)
V2720|VO|VMBO Gemengde Leerweg Sector Techniek Afdeling Mode en Techniek (24.5)
V2721|VO|VMBO Gemengde Leerweg Sector Techniek-ISP: Metalektro
V2722|VO|VMBO Gemengde Leerweg Sector Techniek-ISP: Instalektro
V2723|VO|VMBO Gemengde Leerweg Sector Techniek-ISP: Bouw-breed
V2731|VO|VMBO Gemengde Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V2732|VO|VMBO Gemengde Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V2741|VO|VMBO Gemengde Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V2751|VO|VMBO Gemengde Leerweg Sector Economie Afdeling Administratie
V2752|VO|VMBO Gemengde Leerweg Sector Economie Afdeling Handel en Verkoop
V2753|VO|VMBO Gemengde Leerweg Sector Economie Afdeling Mode en Commercie
V2754|VO|VMBO Gemengde Leerweg Sector Economie Afdeling Consumptief
V2761|VO|VMBO Gemengde Leerweg Sector Economie-ISP: Consumptief-breed
V2762|VO|VMBO Gemengde Leerweg Sector Economie-ISP: Handel en Administratie
V2771|VO|VMBO Gemengde Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V2781|VO|VMBO Gemengde Leerweg Sector Landbouw-ISP: Landbouw-breed
V2811|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Bouwtechniek
V2812|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Metaaltechniek
V2813|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Elektrotechniek
V2814|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Voertuigentechniek
V2815|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Installatietechniek
V2816|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Grafimedia
V2817|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Transport en Logistiek
V2818|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V2819|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5)
V2820|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek Afdeling Mode en Techniek (24.5)
V2821|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Metalektro
V2822|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Instalektro
V2823|VO|VMBO Kaderberoepsgerichte Leerweg Sector Techniek-ISP: Bouw-breed
V2831|VO|VMBO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V2832|VO|VMBO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V2841|VO|VMBO Kaderberoepsgerichte Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V2851|VO|VMBO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Administratie
V2852|VO|VMBO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Handel en Verkoop
V2853|VO|VMBO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Mode en Commercie
V2854|VO|VMBO Kaderberoepsgerichte Leerweg Sector Economie Afdeling Consumptief
V2861|VO|VMBO Kaderberoepsgerichte Leerweg Sector Economie-ISP: Consumptief-breed
V2862|VO|VMBO Kaderberoepsgerichte Leerweg Sector Economie-ISP: Handel en Administratie
V2871|VO|VMBO Kaderberoepsgerichte Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V2881|VO|VMBO Kaderberoepsgerichte Leerweg Sector Landbouw-ISP: Landbouw-breed
V2911|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Bouwtechniek
V2912|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Metaaltechniek
V2913|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Elektrotechniek
V2914|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Voertuigentechniek
V2915|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Installatietechniek
V2916|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Grafimedia
V2917|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Transport en Logistiek
V2918|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V2919|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Haven en Vervoer School (24.5)
V2920|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek Afdeling Mode en Techniek (24.5)
V2921|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek-ISP: Metalektro
V2922|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek-ISP: Instalektro
V2923|VO|VMBO Basisberoepsgerichte Leerweg Sector Techniek-ISP: Bouw-breed
V2931|VO|VMBO Basisberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V2932|VO|VMBO Basisberoepsgerichte Leerweg Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V2941|VO|VMBO Basisberoepsgerichte Leerweg Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V2951|VO|VMBO Basisberoepsgerichte Leerweg Sector Economie Afdeling Administratie
V2952|VO|VMBO Basisberoepsgerichte Leerweg Sector Economie Afdeling Handel en Verkoop
V2953|VO|VMBO Basisberoepsgerichte Leerweg Sector Economie Afdeling Mode en Commercie
V2954|VO|VMBO Basisberoepsgerichte Leerweg Sector Economie Afdeling Consumptief
V2961|VO|VMBO Basisberoepsgerichte Leerweg Sector Economie-ISP: Consumptief-breed
V2962|VO|VMBO Basisberoepsgerichte Leerweg Sector Economie-ISP: Handel en Administratie
V2971|VO|VMBO Basisberoepsgerichte Leerweg Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V2981|VO|VMBO Basisberoepsgerichte Leerweg Sector Landbouw-ISP: Landbouw-breed
V3011|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Bouwtechniek
V3012|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Metaaltechniek
V3013|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Elektrotechniek
V3014|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Voertuigentechniek
V3015|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Installatietechniek
V3016|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Grafimedia
V3017|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Transport en Logistiek
V3018|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V3019|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Haven en Vervoer School (24.5)
V3020|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek Afdeling Mode en Techniek (24.5)
V3021|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek-ISP: Metalektro
V3022|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek-ISP: Instalektro
V3023|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Techniek-ISP: Bouw-breed
V3031|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V3032|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V3041|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V3051|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Administratie
V3052|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Handel en Verkoop
V3053|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Mode en Commercie
V3054|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie Afdeling Consumptief
V3061|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie-ISP: Consumptief-breed
V3062|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Economie-ISP: Handel en Administratie
V3071|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Landbouw Afdeling Landbouw en Natuurlijke Omgeving
V3081|VO|VMBO Basisberoepsgerichte Leerweg Leerwerktraject Sector Landbouw-ISP: Landbouw-breed
V3111|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Bouwtechniek
V3112|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Metaaltechniek
V3113|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Elektrotechniek
V3114|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Voertuigentechniek
V3115|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Installatietechniek
V3116|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Grafimedia
V3117|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Transport en Logistiek
V3118|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Kust- Rijn- en Binnenvaart (24.5)
V3119|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Haven en Vervoer School (24.5)
V3120|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek Afdeling Mode en Techniek (24.5)
V3121|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek-ISP: Metalektro
V3122|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek-ISP: Instalektro
V3123|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Techniek-ISP: Bouw-breed
V3131|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Zorg en Welzijn Afdeling Verzorging Algemeen
V3132|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Zorg en Welzijn Afdeling Uiterlijke Verzorging
V3141|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Zorg en Welzijn-ISP: Zorg en Welzijn-breed
V3151|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Economie Afdeling Administratie
V3152|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Economie Afdeling Handel en Verkoop
V3153|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Economie Afdeling Mode en Commercie
V3154|VO|LWOO Basisberoepsgerichte Leerweg Entree Opleiding Sector Economie Afdeling Consumptief
